ID	adj.P.Val	P.Value	F	SPOT_ID
3326_at	5.82e-19	1.06e-20	57.57432	heat shock protein 90kDa alpha (cytosolic), class B member 1
3679_at	5.89e-19	1.08e-20	57.55245	integrin, alpha 7
11155_at	6.69e-19	1.23e-20	57.35038	LIM domain binding 3
7804_at	7.51e-19	1.38e-20	57.16851	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
84666_at	7.55e-19	1.39e-20	57.15607	resistin like beta
30001_at	7.61e-19	1.41e-20	57.13904	endoplasmic reticulum oxidoreductase alpha
4629_at	7.76e-19	1.44e-20	57.10595	myosin, heavy chain 11, smooth muscle
5697_at	7.78e-19	1.45e-20	57.0971	peptide YY
3956_at	7.97e-19	1.49e-20	57.05516	lectin, galactoside-binding, soluble, 1
55165_at	8.52e-19	1.59e-20	56.94935	centrosomal protein 55kDa
1508_at	8.82e-19	1.66e-20	56.89121	cathepsin B
2838_at	9.14e-19	1.72e-20	56.83241	G protein-coupled receptor 15
5820_at	9.39e-19	1.77e-20	56.78604	Pvt1 oncogene (non-protein coding)
871_at	9.44e-19	1.79e-20	56.77305	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
8708_at	9.44e-19	1.79e-20	56.77007	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1
7169_at	9.61e-19	1.83e-20	56.73896	tropomyosin 2 (beta)
146713_at	1.01e-18	1.93e-20	56.65923	RNA binding protein, fox-1 homolog (C. elegans) 3
10457_at	1.02e-18	1.95e-20	56.64325	glycoprotein (transmembrane) nmb
131177_at	1.02e-18	1.95e-20	56.64137	family with sequence similarity 3, member D
3490_at	1.03e-18	1.98e-20	56.62025	insulin-like growth factor binding protein 7
5239_at	1.03e-18	1.98e-20	56.6173	phosphoglucomutase 5
25937_at	1.03e-18	2.00e-20	56.60551	WW domain containing transcription regulator 1
11099_at	1.05e-18	2.04e-20	56.57441	protein tyrosine phosphatase, non-receptor type 21
51371_at	1.07e-18	2.07e-20	56.54568	proteasome maturation protein
192134_at	1.09e-18	2.12e-20	56.51175	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6
1073_at	1.17e-18	2.29e-20	56.39629	cofilin 2 (muscle)
857_at	1.17e-18	2.30e-20	56.38897	caveolin 1, caveolae protein, 22kDa
653_at	1.30e-18	2.55e-20	56.23112	bone morphogenetic protein 5
37_at	1.31e-18	2.58e-20	56.21226	acyl-CoA dehydrogenase, very long chain
4583_at	1.37e-18	2.70e-20	56.14017	mucin 2, oligomeric mucus/gel-forming
6472_at	1.41e-18	2.80e-20	56.08519	serine hydroxymethyltransferase 2 (mitochondrial)
4131_at	1.43e-18	2.84e-20	56.06585	microtubule-associated protein 1B
58472_at	1.45e-18	2.89e-20	56.0367	sulfide quinone reductase-like (yeast)
8436_at	1.49e-18	2.99e-20	55.9885	serum deprivation response
1374_at	1.51e-18	3.03e-20	55.96777	carnitine palmitoyltransferase 1A (liver)
2263_at	1.51e-18	3.04e-20	55.96111	fibroblast growth factor receptor 2
29028_at	1.51e-18	3.04e-20	55.9586	ATPase family, AAA domain containing 2
25878_at	1.56e-18	3.15e-20	55.90486	matrix-remodelling associated 5
5549_at	1.59e-18	3.21e-20	55.8781	proline/arginine-rich end leucine-rich repeat protein
3294_at	1.66e-18	3.37e-20	55.80261	hydroxysteroid (17-beta) dehydrogenase 2
59_at	1.69e-18	3.43e-20	55.77659	actin, alpha 2, smooth muscle, aorta
154810_at	1.69e-18	3.46e-20	55.76543	angiomotin like 1
80760_at	1.71e-18	3.49e-20	55.75202	inter-alpha-trypsin inhibitor heavy chain family, member 5
1284_at	1.76e-18	3.60e-20	55.7011	collagen, type IV, alpha 2
84617_at	1.83e-18	3.77e-20	55.634	tubulin, beta 6 class V
5125_at	1.84e-18	3.79e-20	55.62351	proprotein convertase subtilisin/kexin type 5
343_at	1.90e-18	3.92e-20	55.5719	aquaporin 8
54474_at	1.90e-18	3.94e-20	55.56644	keratin 20, type I
23052_at	1.91e-18	3.96e-20	55.55878	endonuclease domain containing 1
79789_at	1.95e-18	4.06e-20	55.51934	calmin (calponin-like, transmembrane)
3572_at	2.15e-18	4.48e-20	55.37033	interleukin 6 signal transducer
5376_at	2.18e-18	4.55e-20	55.34607	peripheral myelin protein 22
10586_at	2.18e-18	4.56e-20	55.34192	mab-21-like 2 (C. elegans)
64283_at	2.20e-18	4.63e-20	55.31941	Rho guanine nucleotide exchange factor (GEF) 28
5268_at	2.26e-18	4.75e-20	55.28028	serpin peptidase inhibitor, clade B (ovalbumin), member 5
440145_at	2.28e-18	4.82e-20	55.25782	mitotic spindle organizing protein 1
51676_at	2.37e-18	5.01e-20	55.19867	ankyrin repeat and SOCS box containing 2
2318_at	2.47e-18	5.24e-20	55.13099	filamin C, gamma
5621_at	2.49e-18	5.30e-20	55.11418	prion protein
908_at	2.73e-18	5.83e-20	54.96948	chaperonin containing TCP1, subunit 6A (zeta 1)
50807_at	2.78e-18	5.95e-20	54.93806	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
5105_at	2.79e-18	5.98e-20	54.92999	phosphoenolpyruvate carboxykinase 1 (soluble)
124975_at	2.85e-18	6.12e-20	54.89506	gamma-glutamyltransferase 6
994_at	3.21e-18	6.92e-20	54.71001	cell division cycle 25B
56654_at	3.22e-18	6.96e-20	54.70118	neural proliferation, differentiation and control, 1
25984_at	3.24e-18	7.01e-20	54.68984	keratin 23, type I
4015_at	3.30e-18	7.16e-20	54.65802	lysyl oxidase
151887_at	3.32e-18	7.22e-20	54.64501	coiled-coil domain containing 80
55532_at	3.38e-18	7.37e-20	54.6132	solute carrier family 30, member 10
25903_at	3.45e-18	7.54e-20	54.57991	olfactomedin-like 2B
306_at	3.50e-18	7.66e-20	54.55613	annexin A3
8639_at	3.66e-18	8.02e-20	54.48528	amine oxidase, copper containing 3
85007_at	3.86e-18	8.49e-20	54.39937	5-phosphohydroxy-L-lysine phospho-lyase
10350_at	3.93e-18	8.67e-20	54.36848	ATP-binding cassette, sub-family A (ABC1), member 9
348093_at	3.97e-18	8.77e-20	54.35082	RNA binding protein with multiple splicing 2
94_at	4.15e-18	9.20e-20	54.27825	activin A receptor type II-like 1
6227_at	4.52e-18	1.00e-19	54.14581	ribosomal protein S21
56937_at	4.58e-18	1.02e-19	54.12475	prostate transmembrane protein, androgen induced 1
133522_at	4.72e-18	1.05e-19	54.07552	peroxisome proliferator-activated receptor gamma, coactivator 1 beta
1756_at	4.89e-18	1.09e-19	54.01837	dystrophin
100289255_at	5.04e-18	1.13e-19	53.96859	long intergenic non-protein coding RNA 675
6742_at	5.27e-18	1.18e-19	53.89837	single-stranded DNA binding protein 1, mitochondrial
3779_at	5.56e-18	1.25e-19	53.81427	potassium channel subfamily M regulatory beta subunit 1
286077_at	5.63e-18	1.27e-19	53.79061	family with sequence similarity 83, member H
2260_at	5.69e-18	1.29e-19	53.77131	fibroblast growth factor receptor 1
8535_at	5.80e-18	1.31e-19	53.73952	chromobox homolog 4
23302_at	5.91e-18	1.34e-19	53.7067	WSC domain containing 1
1033_at	6.05e-18	1.38e-19	53.66809	cyclin-dependent kinase inhibitor 3
7078_at	6.19e-18	1.41e-19	53.62969	TIMP metallopeptidase inhibitor 3
80017_at	6.19e-18	1.42e-19	53.62796	chromosome 14 open reading frame 159
25802_at	6.21e-18	1.42e-19	53.61907	leiomodin 1 (smooth muscle)
54831_at	6.89e-18	1.58e-19	53.46022	bestrophin 2
2651_at	6.94e-18	1.60e-19	53.4452	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)
54331_at	7.23e-18	1.67e-19	53.38095	guanine nucleotide binding protein (G protein), gamma 2
1164_at	7.89e-18	1.83e-19	53.24495	CDC28 protein kinase regulatory subunit 2
6338_at	8.40e-18	1.95e-19	53.14872	sodium channel, non voltage gated 1 beta subunit
8795_at	8.88e-18	2.06e-19	53.06185	tumor necrosis factor receptor superfamily, member 10b
2049_at	9.67e-18	2.25e-19	52.93098	EPH receptor B3
1264_at	9.67e-18	2.26e-19	52.92725	calponin 1, basic, smooth muscle
6641_at	1.01e-17	2.37e-19	52.85708	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)
6713_at	1.03e-17	2.41e-19	52.82814	squalene epoxidase
4017_at	1.06e-17	2.49e-19	52.77764	lysyl oxidase-like 2
6424_at	1.07e-17	2.52e-19	52.76407	secreted frizzled-related protein 4
358_at	1.07e-17	2.52e-19	52.75989	aquaporin 1 (Colton blood group)
9188_at	1.10e-17	2.60e-19	52.71572	DEAD (Asp-Glu-Ala-Asp) box helicase 21
2200_at	1.11e-17	2.63e-19	52.69877	fibrillin 1
54884_at	1.14e-17	2.70e-19	52.6586	retinol saturase (all-trans-retinol 13,14-reductase)
152007_at	1.15e-17	2.73e-19	52.64345	GLI pathogenesis-related 2
8553_at	1.15e-17	2.74e-19	52.63729	basic helix-loop-helix family, member e40
783_at	1.18e-17	2.82e-19	52.59285	calcium channel, voltage-dependent, beta 2 subunit
23371_at	1.23e-17	2.95e-19	52.52776	tensin 2
50_at	1.30e-17	3.12e-19	52.44081	aconitase 2, mitochondrial
3092_at	1.33e-17	3.19e-19	52.40833	huntingtin interacting protein 1
7041_at	1.34e-17	3.23e-19	52.39006	transforming growth factor beta 1 induced transcript 1
4313_at	1.37e-17	3.31e-19	52.3553	matrix metallopeptidase 2
10280_at	1.37e-17	3.32e-19	52.35132	sigma non-opioid intracellular receptor 1
27163_at	1.37e-17	3.34e-19	52.34258	N-acylethanolamine acid amidase
9423_at	1.40e-17	3.42e-19	52.3068	netrin 1
7052_at	1.43e-17	3.49e-19	52.27621	transglutaminase 2
5352_at	1.43e-17	3.49e-19	52.2735	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
1291_at	1.52e-17	3.72e-19	52.18186	collagen, type VI, alpha 1
6599_at	1.59e-17	3.90e-19	52.11109	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
8140_at	1.65e-17	4.05e-19	52.05229	solute carrier family 7 (amino acid transporter light chain, L system), member 5
5567_at	1.82e-17	4.48e-19	51.90355	protein kinase, cAMP-dependent, catalytic, beta
79908_at	1.86e-17	4.60e-19	51.86266	butyrophilin-like 8
5937_at	1.90e-17	4.71e-19	51.82834	RNA binding motif, single stranded interacting protein 1
10920_at	1.91e-17	4.74e-19	51.81982	COP9 signalosome subunit 8
54852_at	1.91e-17	4.74e-19	51.81782	progestin and adipoQ receptor family member V
79949_at	2.01e-17	5.02e-19	51.73448	pleckstrin homology domain containing, family S member 1
6663_at	2.02e-17	5.05e-19	51.72426	SRY (sex determining region Y)-box 10
219654_at	2.14e-17	5.34e-19	51.64184	zinc finger, CCHC domain containing 24
4173_at	2.16e-17	5.40e-19	51.6241	minichromosome maintenance complex component 4
253827_at	2.18e-17	5.46e-19	51.60773	methionine sulfoxide reductase B3
25960_at	2.29e-17	5.75e-19	51.53046	adhesion G protein-coupled receptor A2
3899_at	2.44e-17	6.15e-19	51.43105	AF4/FMR2 family, member 3
5729_at	2.54e-17	6.42e-19	51.36839	prostaglandin D2 receptor (DP)
1465_at	2.66e-17	6.73e-19	51.2976	cysteine and glycine-rich protein 1
4241_at	3.00e-17	7.60e-19	51.11779	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
8522_at	3.06e-17	7.79e-19	51.08147	growth arrest-specific 7
91624_at	3.06e-17	7.80e-19	51.07942	nexilin (F actin binding protein)
10158_at	3.08e-17	7.87e-19	51.06669	PDZK1 interacting protein 1
1356_at	3.16e-17	8.08e-19	51.0276	ceruloplasmin (ferroxidase)
4208_at	3.17e-17	8.14e-19	51.01595	myocyte enhancer factor 2C
9060_at	3.17e-17	8.14e-19	51.01506	3'-phosphoadenosine 5'-phosphosulfate synthase 2
57460_at	3.31e-17	8.52e-19	50.94829	protein phosphatase, Mg2+/Mn2+ dependent, 1H
221895_at	3.37e-17	8.69e-19	50.91934	JAZF zinc finger 1
8654_at	3.46e-17	8.94e-19	50.87683	phosphodiesterase 5A, cGMP-specific
220963_at	3.66e-17	9.47e-19	50.79271	solute carrier family 16, member 9
91851_at	3.93e-17	1.02e-18	50.68314	chordin-like 1
163882_at	4.09e-17	1.06e-18	50.62265	consortin, connexin sorting protein
2110_at	4.14e-17	1.08e-18	50.6002	electron-transferring-flavoprotein dehydrogenase
23336_at	4.18e-17	1.09e-18	50.58477	synemin, intermediate filament protein
83879_at	4.52e-17	1.18e-18	50.46466	cell division cycle associated 7
1978_at	4.68e-17	1.23e-18	50.40967	eukaryotic translation initiation factor 4E binding protein 1
79849_at	4.71e-17	1.24e-18	50.3971	PDZ domain containing 3
710_at	4.77e-17	1.25e-18	50.37695	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1
47_at	5.25e-17	1.38e-18	50.23252	ATP citrate lyase
29842_at	5.31e-17	1.40e-18	50.2128	transcription factor CP2-like 1
25849_at	5.33e-17	1.41e-18	50.20522	prostate androgen-regulated mucin-like protein 1
27303_at	5.58e-17	1.48e-18	50.1341	RNA binding motif, single stranded interacting protein 3
26_at	5.68e-17	1.51e-18	50.10473	amine oxidase, copper containing 1
705_at	5.80e-17	1.54e-18	50.06986	bystin-like
10008_at	6.05e-17	1.61e-18	50.00729	potassium channel, voltage gated subfamily E regulatory beta subunit 3
726_at	6.47e-17	1.73e-18	49.90466	calpain 5
56938_at	6.54e-17	1.75e-18	49.88567	aryl hydrocarbon receptor nuclear translocator-like 2
29785_at	7.68e-17	2.06e-18	49.64628	cytochrome P450, family 2, subfamily S, polypeptide 1
25890_at	7.68e-17	2.07e-18	49.64314	ABI family, member 3 (NESH) binding protein
2114_at	8.51e-17	2.29e-18	49.49022	v-ets avian erythroblastosis virus E26 oncogene homolog 2
727910_at	9.95e-17	2.69e-18	49.25825	TLC domain containing 2
563_at	1.00e-16	2.72e-18	49.24173	alpha-2-glycoprotein 1, zinc-binding
72_at	1.08e-16	2.92e-18	49.13521	actin, gamma 2, smooth muscle, enteric
2907_at	1.10e-16	2.99e-18	49.10314	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)
646962_at	1.15e-16	3.11e-18	49.04143	histidine rich carboxyl terminus 1
220441_at	1.17e-16	3.19e-18	49.00533	ring finger protein 152
140738_at	1.21e-16	3.29e-18	48.95937	transmembrane protein 37
4495_at	1.23e-16	3.36e-18	48.93197	metallothionein 1G
114134_at	1.23e-16	3.36e-18	48.93133	solute carrier family 2 (facilitated glucose transporter), member 13
401093_at	1.30e-16	3.57e-18	48.8424	MBNL1 antisense RNA 1
2168_at	1.35e-16	3.71e-18	48.78428	fatty acid binding protein 1, liver
650_at	1.41e-16	3.88e-18	48.72189	bone morphogenetic protein 2
3897_at	1.42e-16	3.92e-18	48.70418	L1 cell adhesion molecule
23474_at	1.47e-16	4.08e-18	48.64827	ethylmalonic encephalopathy 1
9588_at	1.52e-16	4.20e-18	48.6046	peroxiredoxin 6
471_at	1.55e-16	4.31e-18	48.56564	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
113452_at	1.62e-16	4.52e-18	48.4984	transmembrane protein 54
114876_at	1.65e-16	4.61e-18	48.46946	oxysterol binding protein-like 1A
64399_at	1.69e-16	4.72e-18	48.43295	hedgehog interacting protein
26353_at	1.71e-16	4.79e-18	48.41222	heat shock 22kDa protein 8
10891_at	1.76e-16	4.92e-18	48.37368	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha
29089_at	1.83e-16	5.14e-18	48.30977	ubiquitin-conjugating enzyme E2T
6929_at	1.86e-16	5.22e-18	48.28819	transcription factor 3
165_at	1.87e-16	5.27e-18	48.27479	AE binding protein 1
3615_at	1.88e-16	5.30e-18	48.26557	IMP (inosine 5'-monophosphate) dehydrogenase 2
7263_at	1.92e-16	5.43e-18	48.22903	thiosulfate sulfurtransferase (rhodanese)
54829_at	1.93e-16	5.46e-18	48.22174	asporin
5348_at	2.01e-16	5.71e-18	48.1566	FXYD domain containing ion transport regulator 1
4239_at	2.01e-16	5.72e-18	48.15373	microfibrillar-associated protein 4
51114_at	2.06e-16	5.86e-18	48.11955	zinc finger, DHHC-type containing 9
9991_at	2.07e-16	5.91e-18	48.107	polypyrimidine tract binding protein 3
2517_at	2.15e-16	6.14e-18	48.05127	fucosidase, alpha-L- 1, tissue
4249_at	2.19e-16	6.26e-18	48.02378	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
5349_at	2.25e-16	6.46e-18	47.97737	FXYD domain containing ion transport regulator 3
147372_at	2.25e-16	6.48e-18	47.97443	collagen and calcium binding EGF domains 1
2877_at	2.31e-16	6.64e-18	47.93858	glutathione peroxidase 2
79817_at	2.36e-16	6.81e-18	47.90058	MOB kinase activator 3B
3782_at	2.45e-16	7.08e-18	47.84562	potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 3
7050_at	2.45e-16	7.08e-18	47.84502	TGFB-induced factor homeobox 1
10071_at	2.50e-16	7.26e-18	47.8077	mucin 12, cell surface associated
7884_at	2.52e-16	7.32e-18	47.79731	stem-loop binding protein
716_at	2.60e-16	7.58e-18	47.74665	complement component 1, s subcomponent
5366_at	2.60e-16	7.59e-18	47.74454	phorbol-12-myristate-13-acetate-induced protein 1
115_at	2.80e-16	8.18e-18	47.63572	adenylate cyclase 9
3158_at	2.93e-16	8.56e-18	47.56942	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)
29887_at	3.09e-16	9.05e-18	47.48925	sorting nexin 10
130271_at	3.12e-16	9.16e-18	47.47193	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2
10417_at	3.16e-16	9.28e-18	47.45237	spondin 2, extracellular matrix protein
54414_at	3.16e-16	9.33e-18	47.44526	sialic acid acetylesterase
50506_at	3.16e-16	9.34e-18	47.44363	dual oxidase 2
51660_at	3.29e-16	9.73e-18	47.38412	mitochondrial pyruvate carrier 1
23218_at	3.30e-16	9.78e-18	47.37679	neurobeachin-like 2
51523_at	3.35e-16	9.94e-18	47.35387	CXXC finger protein 5
27286_at	3.59e-16	1.07e-17	47.24906	sushi-repeat containing protein, X-linked 2
57188_at	3.64e-16	1.08e-17	47.22903	ADAMTS-like 3
8038_at	3.97e-16	1.18e-17	47.1001	ADAM metallopeptidase domain 12
10595_at	3.98e-16	1.19e-17	47.0951	endoplasmic reticulum to nucleus signaling 2
6498_at	4.20e-16	1.26e-17	47.01273	SKI-like proto-oncogene
26784_at	4.29e-16	1.29e-17	46.98006	small nucleolar RNA, H/ACA box 64
9358_at	4.31e-16	1.30e-17	46.96992	integrin, beta-like 1 (with EGF-like repeat domains)
401022_at	4.32e-16	1.30e-17	46.96634	HOXD antisense growth-associated long non-coding RNA
64327_at	4.32e-16	1.30e-17	46.96186	limb development membrane protein 1
5688_at	4.39e-16	1.33e-17	46.93786	proteasome subunit alpha 7
3488_at	4.42e-16	1.34e-17	46.92587	insulin-like growth factor binding protein 5
5987_at	4.50e-16	1.36e-17	46.89593	tripartite motif containing 27
57568_at	4.89e-16	1.48e-17	46.77395	signal-induced proliferation-associated 1 like 2
643236_at	5.14e-16	1.56e-17	46.6991	transmembrane protein 72
55839_at	5.84e-16	1.78e-17	46.51392	centromere protein N
8905_at	6.11e-16	1.86e-17	46.44634	adaptor-related protein complex 1, sigma 2 subunit
10317_at	6.37e-16	1.95e-17	46.38399	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5
8611_at	6.40e-16	1.96e-17	46.37577	phosphatidic acid phosphatase type 2A
6935_at	6.72e-16	2.06e-17	46.30228	zinc finger E-box binding homeobox 1
9444_at	6.74e-16	2.07e-17	46.29622	QKI, KH domain containing, RNA binding
79080_at	6.89e-16	2.12e-17	46.26251	coiled-coil domain containing 86
53826_at	6.91e-16	2.13e-17	46.25572	FXYD domain containing ion transport regulator 6
730_at	7.18e-16	2.22e-17	46.19744	complement component 7
94274_at	7.77e-16	2.40e-17	46.0815	protein phosphatase 1, regulatory (inhibitor) subunit 14A
221091_at	7.81e-16	2.42e-17	46.07168	LRRN4 C-terminal like
4312_at	7.93e-16	2.46e-17	46.04735	matrix metallopeptidase 1
6586_at	7.98e-16	2.48e-17	46.03717	slit guidance ligand 3
8767_at	8.02e-16	2.50e-17	46.02625	receptor-interacting serine-threonine kinase 2
57458_at	8.07e-16	2.52e-17	46.01606	transmembrane and coiled-coil domain family 3
38_at	8.09e-16	2.53e-17	46.00912	acetyl-CoA acetyltransferase 1
5740_at	8.17e-16	2.56e-17	45.99291	prostaglandin I2 (prostacyclin) synthase
4162_at	8.73e-16	2.74e-17	45.89427	melanoma cell adhesion molecule
376267_at	8.73e-16	2.74e-17	45.89309	RAB15, member RAS oncogene family
9620_at	8.74e-16	2.75e-17	45.8902	cadherin, EGF LAG seven-pass G-type receptor 1
284076_at	9.20e-16	2.90e-17	45.81311	tubulin tyrosine ligase-like family member 6
25932_at	9.23e-16	2.91e-17	45.80736	chloride intracellular channel 4
58494_at	9.29e-16	2.94e-17	45.79421	junctional adhesion molecule 2
114815_at	9.29e-16	2.94e-17	45.79263	sortilin-related VPS10 domain containing receptor 1
51497_at	9.37e-16	2.97e-17	45.77877	negative elongation factor complex member C/D
130340_at	9.43e-16	3.00e-17	45.76484	adaptor-related protein complex 1, sigma 3 subunit
6223_at	9.43e-16	3.00e-17	45.76378	ribosomal protein S19
259266_at	9.50e-16	3.03e-17	45.75185	abnormal spindle microtubule assembly
55959_at	1.07e-15	3.41e-17	45.5802	sulfatase 2
4973_at	1.09e-15	3.47e-17	45.55488	oxidized low density lipoprotein (lectin-like) receptor 1
5284_at	1.11e-15	3.56e-17	45.51704	polymeric immunoglobulin receptor
10606_at	1.13e-15	3.61e-17	45.49873	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
835_at	1.16e-15	3.72e-17	45.45483	caspase 2, apoptosis-related cysteine peptidase
27134_at	1.17e-15	3.78e-17	45.43376	tight junction protein 3
9148_at	1.21e-15	3.89e-17	45.39138	neuralized E3 ubiquitin protein ligase 1
2618_at	1.27e-15	4.10e-17	45.31643	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
8519_at	1.27e-15	4.11e-17	45.31536	interferon induced transmembrane protein 1
51435_at	1.28e-15	4.14e-17	45.30225	scavenger receptor class A, member 3
1674_at	1.28e-15	4.15e-17	45.3007	desmin
6597_at	1.37e-15	4.45e-17	45.20118	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
134147_at	1.39e-15	4.54e-17	45.17299	carboxymethylenebutenolidase homolog (Pseudomonas)
8989_at	1.43e-15	4.66e-17	45.13417	transient receptor potential cation channel, subfamily A, member 1
2982_at	1.47e-15	4.80e-17	45.09205	guanylate cyclase 1, soluble, alpha 3
80765_at	1.49e-15	4.86e-17	45.07477	StAR-related lipid transfer (START) domain containing 5
2908_at	1.53e-15	5.00e-17	45.03507	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
